Key,Description,Standard,Chinese,Japanese,TraditionalChinese,French,Korean,Basque,Italian,Spanish,Deutsch,Russian,Turkish,Brazilian,Polish
SAY.LastTempleFirstFloor.PurpleMageFlowChart.173.Purple Mage,,Let your choices be{w=0.1} merciful.,希望你未来的选择是仁慈的,お前の選択に{w=0.1}慈悲があらんことを。,希望你未來的選擇是仁慈的,Prends tes décisions{w=0.1} avec clémence.,자비로운 선택을 해주시길 빕니다.,Zure erabakiak{w=0.1} errukitsuak izan bitez.,Lascia che le tue scelte siano{w=0.1} clementi.,Espero que tengas{w=0.1} piedad.,Lass deine Entscheidungen{w=0.1} gnädig sein.,Пусть твой выбор будет{w=0.1} милосердным.,"Seçimlerin {w=0.1}, bağışlayıcı olsun.",Que suas escolhas sejam {w=0.1} misericordiosas.,Niech twe wybory będą{w=0.1} łaskawe.
SAY.LastTempleFirstFloor.FirstBattleFlowChart.166.Zob,,You are no joke.,你不是在开玩笑,あんたホントに強いな。,你不是在開玩笑,Tu rigoles pas.,너 장난 아닌걸.,Gogorra zara gero...,Non sherzi.,No eres moco de pavo.,Du hast was aufm Kasten.,А ты не шутишь.,Senin hiç şakan yok.,Você não é brincadeira.,Niezły jesteś.
SAY.LastTempleFirstFloor.FirstBattleFlowChart.167.Zob,,"It's impossible, Purple.\nI can't do it.","没人可以做到的,紫色\n我做不到",無理だよ、紫の。\n俺にはできねえ。,"沒人可以做到的,紫色\n我做不到","C'est impossible, Pourpre. \nJe peux pas faire ça.","불가능해, 퍼플.\n나는 할 수 없어.","Ezinezkoa da, More.\nEzin dut.","È impossibile, Viola.\nNon posso farcela.","Es imposible, Púrpura.\nNo puedo hacerlo.","Es ist unmöglich, Lila.\nIch schaff's nicht.","Это невозможно, Фиолетовая.\nУ меня не получится.","Bu imkansız, Mor.\nYapamıyorum.","É impossível, Roxa.\nNão dá.","To niemożliwe, Fioletowa.\nNie mogę tego zrobić."
SAY.LastTempleFirstFloor.FirstBattleFlowChart.222.Purple Mage,,...Yes I see.,...好吧我看出来了,... はい、それはわかります。,...好吧我看出來了,"...Je vois cela, oui.",...역시나.,"... Bai, ikusten dut.","...Sì, lo vedo.",... Ya veo.,...In der Tat.,"...Да, я поняла.",Ben de hiç beklemiyordum.,"... Sim, eu entendo.","... Tak, widzę."
SAY.LastTempleFirstFloor.FirstBattleFlowChart.223.Purple Mage,,I did not expect you to be victorious.,好在我也没期待你真的会赢,お前が勝つとは思っていなかった。,好在我也沒期待你真的會贏,Je ne m'attendais pas à te voir victorieux.,당신이 승리할 거라 생각하진 않았어요.,Ez nuen irabazle izango zinenik espero.,Non mi aspettavo che vincessi.,No esperaba que ganases.,"Ich habe nicht erwartet, dass du gewinnst.","Я и не ожидала, что ты победишь.",Galip gelmeni... beklemiyordum.,Não esperava que você fosse vitorioso.,"Nie spodziewałam się od ciebie, żebyś wygrał."
SAY.LastTempleFirstFloor.FirstBattleFlowChart.253.Purple Mage,,It seems that you didn't understand what I meant,看来你还不明白我的意思,お前は私が言ったことを理解していないようだ。,看來你還不明白我的意思,Il semblerait que tu n'aies pas compris ce que j'ai voulu dire.,제가 한 말을 이해하지 못하셨군요.,Ez omen duzu ulertu esan nahi nuena,Sembra che tu non abbia capito cosa intendevo,Parece que no me entendiste cuando dije,"Es scheint, als hättest du nicht verstanden, was ich meinte,","Похоже, ты не понял, что я имела в виду,",Ne demek istediğimi tam anlamadın herhalde.,Parece que você não entendeu o que eu quis dizer,"Zdaje się, że nie zrozumiałeś, o co mi chodziło"
SAY.LastTempleFirstFloor.FirstBattleFlowChart.252.Purple Mage,,when I told you to leave.,当我警告你离开的时候,去れと言っただろう。,當我警告你離開的時候,Quand je t'ai dit de partir.,떠나라고 말했던 것을요.,alde egiteko esan dizudanean.,quando ti ho detto di andartene.,que te marchases.,"als ich dir gesagt habe, du sollst gehen.",когда сказала тебе уйти.,Gitmen gerektiğini söylediğimde.,quando eu te disse pra sair.,"kiedy powiedziałam ci, żeby odejść."
SAY.LastTempleFirstFloor.FirstBattleFlowChart.287.Purple Mage,,It seems I have summoned two entities...?,"没想到吧,我已经召唤了两个帮手",どうやら、一体ではなく二体召喚してしまったようだな？,"沒想到吧,我已經召喚了兩個幫手",J'aurais donc créé deux entités au lieu d'une ?,제가 하나 대신 두 개의 좀비를 소환한 것 같네요.,Bigarren izaki bat deitu ote dut ere?,Pare che io abbia evocato due entità...?,... parece que he invocado a dos entidades.,"Es scheint, als hätte ich zwei Wesen beschworen...?","Кажется, я призвала две сущности?..",Yani iki kişi mi çağırdım şimdi?,Parece que eu invoquei duas entidades ao invés de uma...?,"Wygląda na to, że wezwałam dwójkę...?"
SAY.LastTempleFirstFloor.FirstBattleFlowChart.213.Zob,,Uughh...,额啊啊啊..,あああ…,額啊啊啊..,Arrghh...,어어으...,Uuuufff...,Uughh...,Uhhhh...,Uff...,Ух-х...,Uughh..,Uugh...,Uughh...
SAY.LastTempleFirstFloor.FirstBattleFlowChart.241.Zob,,I f-feel p-pain.,好-疼-啊,い、痛てえ。,好-疼-啊,J-j'ai m-mal.,고-고통이 느-느껴져.,M-mina d-dut.,S-sento il d-dolore.,S-siento el d-dolor.,Ich f-fühle S-schmerz.,М-мне так б-больно.,A-cıı h-hissediyorum.,Eu s-sinto d-dor.,C-Czuję B-Ból.
SAY.LastTempleFirstFloor.FirstBattleFlowChart.195.Purple Mage,,I have reincarnated you from the dead.,我把你从死亡中召唤了回来,死んでいたお前を、私が生まれ変わらせた。,我把你從死亡中召喚了回來,Je t'ai extirpé de la mort.,제가 죽었던 당신을 부활시켰습니다.,Zure heriotzatik berraragiztatu zaitut.,Ti ho riportato indietro dai morti.,Te he traído de entre los muertos.,Ich habe dich von den Toten reinkarniert.,Я воскресила тебя из мертвых.,Seni ölümden döndürdüm.,Eu te reencarnei dos mortos.,Wskrzesiłam cię ze zmarłych.
SAY.LastTempleFirstFloor.FirstBattleFlowChart.243.Purple Mage,,You are to follow my orders{w=0.3} until I release you.,"你要服从我的命令,如果你表现不错我将给你解脱",お前は私の命令に従うのだ。{w=0.3}私が解放するまでな。,"你要服從我的命令,如果你表現不錯我將給你解脫","Il va te falloir suivre mes ordres{w=0.3}, jusqu'à ce que je te rende la liberté.",당신은 제 명령을 따라야합니다.{w=0.3} 제가 풀어주기 전까지요.,Nire aginduak beteko dituzu{w=0.3} nik esan arte.,"Devi obbedire ai miei ordini{w=0.3}, finché non deciderò di rilasciarti.",Has de seguir mis órdenes{w=0.3} hasta que te libere.,"Du befolgst meine Befehle{w=0.3}, bis ich dich freilasse.","Ты будешь подчиняться моим приказам, {w=0.3}пока я тебя не освобожу.","Şimdi, seni serbest bırakana kadar{w=0.3}, emirlerimi harfiyen uygulayacaksın.","Você seguirá minhas ordens{w=0.3}, até eu te soltar.",Musisz słuchać moich rozkazów{w=0.3} póki cię nie odeślę.
SAY.LastTempleFirstFloor.FirstBattleFlowChart.244.Zob,,W-What is it you-u a-ask?,你..想让我干什么?,な、何をす、すればいいんだ？,你..想讓我幹什麼?,Q-qu'est-ce que vou-us v-voulez ?,며-명령 할 게 뭐-뭔데?,Z-zein d-da z-zure a-agindua?,C-cosa vuo-oi che faccia-a?,¿Q-qué es lo que o-ordenas?,W-was v-verlangst du von mir?,Ч-чего ты про-оси-ишь?,B-enden İ-istediğin-niz nedir?,O-o que você d-deseja?,C-czego ode mnie c-chcesz?
SAY.LastTempleFirstFloor.FirstBattleFlowChart.298.Purple Mage,,You'll regret disobeying my command.,你会后悔违背我的命令.,私の命令に背いたことを後悔するぞ。,你會後悔違背我的命令.,"Je te conseille d'obéir, ou tu le regretteras.",제 명령에 복종하지 않으면 후회하게 될 것입니다.,Nire agindua ez betetzeaz damutuko zarete.,Ti pentirai di aver disobbedito al mio comando.,¡Te arrepentirás de desobedecer mis órdenes!,"Du wirst es bereuen, ungehorsam zu sein.","Ты пожалеешь, что ослушался моего приказа.",Emirlerime uymadığına pişman olacaksın.,Você vai se arrepender de não me obedecer.,Pożałujesz zignorowania moich poleceń.
SAY.LastTempleFirstFloor.FirstBattleFlowChart.242.Purple Mage,,I want you to disable the red one.,我要你废了红色,赤いやつを仕留めるんだ。,我要你廢了紅色,Va mettre un terme à cet homme rouge.,저 빨간 분을 멈춰주세요.,Panpina gorri horrekin akabatu behar duzu.,Devi fermare quel tipo rosso.,Quiero que le pares los pies al rojo.,"Ich will, dass du den Roten entkräftest.","Я хочу, чтобы ты обездвижил красную куклу.",Şu Kırmızıyı etkisiz hale getirmeni diliyorum.,Quero que você elimine o avermelhado.,"Chcę, żebyś pozbył się tego tu czerwonego."
SAY.LastTempleFirstFloor.FirstBattleFlowChart.217.Zob,,U-u-hh...,呜-呜-啊,あ、ああ…,嗚-嗚-啊,e-u-hh...,어-어-으...,U-u-uu...,U-u-hh...,U-uhh...,O-o-ohh...,О-ох-х...,u-u-hh…,U-u-hh...,U-hhh...
SAY.LastTempleFirstFloor.FirstBattleFlowChart.245.Zob,,COUGH! BLARGH!,剧烈的咳嗽,ゲホッ！オエーッ！,劇烈的咳嗽,TOUSSE ! BLARGH !,콜록! 커흑!,TUJU-TUJU!,COFF! BLARGH!,¡COF! ¡PUAJ!,HUST! RÄUSPER!,КХЕ! БЛАРГХ!,ÖHÖ! BLARGH!,COF! BLARGH!,EKHE! BLEH!
SAY.LastTempleFirstFloor.FirstBattleFlowChart.216.Zob,,I had something funny caught in my throat.,我的喉咙被什么东西卡住了,ノドに変なもんが引っかかってたんだ。,我的喉嚨被什麼東西卡住了,J'avais un drôle de truc coincé dans la gorge.,내 목에 이상한 게 걸렸었어.,Zerbait trabatuta omen neukan eztarrian.,Avevo qualcosa di strano incastrato in gola.,Tenía algo en la garganta.,Ich hatte einen Frosch im Hals.,У меня какая-то фигня застряла в горле.,Boğazıma gıcık bir şey takılmıştı.,Tinha alguma coisa estranha na minha garganta.,Coś mi wpadło do gardła.
SAY.LastTempleFirstFloor.FirstBattleFlowChart.247.Zob,,"Alright{w=0.6}, let's get down to business.","好{w=0.6},让我们开始做生意",よし{w=0.6}、仕事に取り掛かるとするか。,"好{w=0.6},讓我們開始做生意","Très bien{w=0.6}, passons aux choses sérieuses.","좋았어,{w=0.6} 바로 일을 처리해보자고.","Ados{w=0.6}, goazen lanera.","Va bene{w=0.6}, mettiamoci al lavoro.","Bueno{w=0.6}, vamos al lío.","Okay{w=0.6}, kommen wir zum Punkt.","Окей{w=0.6}, пора за дело.","Tamamdır{w=0.6}, o halde işimize dönelim.","Beleza{w=0.6}, vamos aos negócios.",Dobra{w=0.6} przejdźmy do rzeczy.
SAY.LastTempleFirstFloor.FirstBattleFlowChart.197.Zob,,"You want to pass{w=0.6}, dolly?","你想通过吗{w=0.6},木偶?",ここを通りたいってのか{w=0.6}、人形さんよ？,"你想通過嗎{w=0.6},木偶?","Tu veux passer{w=0.6}, poupée ?","지나가고 싶어,{w=0.6} 인형아?","Hemendik pasa nahi{w=0.6}, panpintxo?","Vuoi passare{w=0.6}, bambola?","¿Quieres pasar{w=0.6}, muñeco?","Du willst vorbei{w=0.6}, Püppchen?","Ты хочешь пройти,{w=0.6} куколка?","Geçmek mi istiyorsun{w=0.6}, kuklacık?","Quer passar{w=0.6}, xuxú?","Chcesz przejść {w=0.6}, laleczko?"
SAY.LastTempleFirstFloor.FirstBattleFlowChart.198.Zob,,"That ain't happening, {w=1}amigo.","这不会发生的,{w=1}朋友",そりゃ無理だぜ、{w=1}アミーゴ。,"這不會發生的,{w=1}朋友","Tant pis pour toi, {w=1}amigo.","그런 일은 없을 거야, {w=1}친구.","Ba ez duzu lortuko{w=1}, my friend.","Beh non succederà, {w=1}amigo.","Pues me da a mí que no,{w=1} my friend.","Vergiss es, {w=1}Amigo.","Не выйдет, {w=1}амиго.",O kadar kolay olmayacak.,"Não vai rolar, {w=.1}muchacho.","Nie ma szans, {w=1}amigo."
SAY.LastTempleFirstFloor.FirstBattleFlowChart.199.Zob,,You heard what the mage said.,你已经听到法师怎么说的了吧,魔法使いの言ったことは聞こえてたろ。,你已經聽到法師怎麼說的了吧,T'as entendu ce que le mage a dit.,마법사가 말한 거 들었지.,Aztiak esandakoa entzun duzu.,Hai sentito cosa ha detto la maga.,Ya has oído a la maga.,"Du hast gehört, was die Magierin gesagt hat.","Ты слыхал, чего хочет маг.",Büyücüyü doğru duydun.,Você ouviu o que a maga disse.,"Słyszałeś, co mag powiedział."
SAY.LastTempleFirstFloor.FirstBattleFlowChart.200.Zob,,Imma mess you up.,你搞砸了这次,ボコボコにしてやんよ。,你搞砸了這次,Je vais te casser la figure.,두들겨 패주마.,Zure ordua heldu da.,Ti rivolto come un calzino.,Te voy a dar.,Jetzt gibt's Dresche.,Я тебя порву.,Seni fena dağıtacağım.,Eu vô te arrebentar.,Porachuję ci kości.
SAY.LastTempleFirstFloor.FirstBattleFlowChart.201.Zob,,Re{w=0.3}eeaal ba{w=0.2}a{w=0.2}a{w=0.25}d.,非常..非常..糟糕,ギー{w=0.3}ッッッタ{w=0.2}ギ{w=0.2}タ{w=0.2.5}にな。,非常..非常..糟糕,Trè{w=0.3}èèès fo{w=0.2}o{w=0.2}o{w=0.25}rt.,죽을{w=0.2} 만큼{w=0.2} 맞을{w=0.2} 각오해.,Be{w=0.3}eeene-be{w=0.2}ne{w=0.2}ee{w=0.25}tan.,De{w=0.3}eeeentro e fu{w=0.2}o{w=0.2}r{w=0.25}i.,De lo li{w=0.2}i{w=0.2}i{w=0.25}indo.,Und zwa{w=0.3}aar he{w=0.2}eef{w=0.2}tiii{0.25}g.,На ме{w=0.3}-елкие ча{w=0.2}-а{w=0.25}сти.,Ço{w=0.3}ooook fe{w=0.2}n{w=0.2}aa.,Be{w=0.3}eeeem fe{w=0.2}e{w=0.2}e{w=0.25}io.,Tak po{w=0.3}rzą{w=0.2}dnie.
